959859891,02/27/2023 01:22:00 PM,MTR OUT DT,1622 HAIGHT ST San Francisco CA, POINT(-122.44896176399999 37.76975680700008)
960090342,02/27/2023 01:22:00 PM,STR CLEAN,1478 LA SALLE AVE San Francisco CA, POINT(-122.38692059499999 37.73556632900005)
10171221T,02/27/2023 01:23:00 PM,FAIL DISPL,VAN NESS AVE & CHESTNUT ST San Francisco CA, POINT(-122.42465078599997 37.802293349000024)
960166421,02/27/2023 01:23:00 PM,STR CLEAN,162 28TH AVE San Francisco CA, POINT(-122.48839627599995 37.786355822000075)
960153283,02/27/2023 01:23:00 PM,STR CLEAN,194 28TH AVE San Francisco CA, POINT(-122.48820195499997 37.785720292000065)
960145830,02/27/2023 01:23:00 PM,MTR OUT DT,1613 JACKSON ST San Francisco CA, POINT(-122.42168828099994 37.79410287200005)
960354555,02/27/2023 01:23:00 PM,STR CLEAN,160 28TH AVE San Francisco CA, POINT(-122.488402055 37.78639280700003)
960084716,02/27/2023 01:23:00 PM,MTR OUT DT,394 19TH AVE San Francisco CA, POINT(-122.47831647799995 37.78066229900003)
960243723,02/27/2023 01:23:00 PM,STR CLEAN,172 28TH AVE San Francisco CA, POINT(-122.48832524799997 37.78606770300007)
960282993,02/27/2023 01:24:00 PM,STR CLEAN,627 KEITH ST San Francisco CA, POINT(-122.38257360399996 37.73720273400005)
959117040,02/27/2023 01:24:00 PM,METER DTN,100 NATOMA ST San Francisco CA, POINT(-122.39884393099999 37.78716080300006)
960166432,02/27/2023 01:24:00 PM,STR CLEAN,158 28TH AVE San Francisco CA, POINT(-122.48840783399999 37.786429791000046)
960354566,02/27/2023 01:24:00 PM,STR CLEAN,150 28TH AVE San Francisco CA, POINT(-122.48843094899996 37.786577729000044)
960036210,02/27/2023 01:25:00 PM,MTR OUT DT,185 12TH ST San Francisco CA, POINT(-122.41716602499997 37.77184933900003)
960183733,02/27/2023 01:25:00 PM,RES/OT,2100 JACKSON ST San Francisco CA, POINT(-122.42975538099995 37.79308855600004)
959945324,02/27/2023 01:25:00 PM,BLK BIKE L,663 VALENCIA ST San Francisco CA, POINT(-122.42161086599998 37.76214313000003)
960090353,02/27/2023 01:26:00 PM,STR CLEAN,46 REBECCA LN San Francisco CA, POINT(-122.38223679099997 37.73748895700004)
960283004,02/27/2023 01:26:00 PM,STR CLEAN,5 BOWMAN COURT San Francisco CA, POINT(-122.38197344299999 37.73778050200008)
960183744,02/27/2023 01:26:00 PM,RES/OT,2100 JACKSON ST San Francisco CA, POINT(-122.42975538099995 37.79308855600004)
960207905,02/27/2023 01:27:00 PM,PRK PROHIB,1078 MISSION ST San Francisco CA, POINT(-122.41053415599998 37.77953854300006)
960036221,02/27/2023 01:27:00 PM,MTR OUT DT,125 12TH ST San Francisco CA, POINT(-122.41787248199995 37.77215793100004)
959859902,02/27/2023 01:27:00 PM,MTR OUT DT,525 CLAYTON ST San Francisco CA, POINT(-122.44871895699998 37.77046588500008)
960145841,02/27/2023 01:28:00 PM,MTR OUT DT,1711 POLK ST San Francisco CA, POINT(-122.42108914799996 37.79252868400005)
10184580T,02/27/2023 01:29:00 PM,FAIL DISPL,VAN NESS AVE & CHESTNUT ST San Francisco CA, POINT(-122.42465078599997 37.802293349000024)
960183755,02/27/2023 01:29:00 PM,RES/OT,2100 JACKSON ST San Francisco CA, POINT(-122.42975538099995 37.79308855600004)
959859913,02/27/2023 01:30:00 PM,MTR OUT DT,1540 HAIGHT ST San Francisco CA, POINT(-122.44762935699998 37.76992665500006)
960183766,02/27/2023 01:30:00 PM,RES/OT,2100 JACKSON ST San Francisco CA, POINT(-122.42975538099995 37.79308855600004)
960119705,02/27/2023 01:30:00 PM,PK PHB OTD,18 TIFFANY AVE San Francisco CA, POINT(-122.42088084399995 37.74569180000003)
960119716,02/27/2023 01:30:00 PM,NO PLATES,18 TIFFANY AVE San Francisco CA, POINT(-122.42088084399995 37.74569180000003)
